,ID,Tweet
104,104,fite me niggers first login in <number> million years in sea server and gut a fu hua 5 weap hahahaha id <number> — playing honkai impact <number>
105,105,this is the year you all get r kelly the fidduck out of here sick of that nigger
106,106,<user> leave me alone porch monkey lol
107,107,you all i got thrown in twitter jail for replying to <user> tweet about ivanka my reply was this utter white trash wtf
108,108,fuck off nigger
109,109,entlek percy tau was too much for psl niggers
110,110,these fucking faggots be outta line son -.- every year these mf get more comfortable and comfortable in disrespecting straight man like i will not slap the shit out of mf disrespecting me 😑 and best believe im out too dumb ass mf
111,111,<user> i am gonna guess he dindu nuffin
112,112,mm o no hollywood ever niggers treater
113,113,<user> i fucking hate white liberals
114,114,how to keep people out the lab play nigger music over the lab speaker
115,115,i ’ m tryna stop the violence but i can ’ t help but kill these hoes
116,116,<user> am telling you my queen this niggers can make you lose weight in less than a week 😂 😂 😂
117,117,what is the favorite music key of niggers the key of c
118,118,<user> fuck that nigger
119,119,fuck all niggers they can burn in hell fuck rosa parks i slap that bitch well niggers need to learn niggers need to burn stupid ass bitch stupid ass black fucks fuck niggers
120,120,<user> <user> no blacks no asians no fems
121,121,<user> you towel head ass hoed
122,122,like pick a struggle faggot
123,123,know turns out she not racist neither so to all you niggers out there get all excited she sucks dick you hardly e dr get that without niggers in presence
124,124,destroy the niggers and the niggers the n ice people
125,125,i fucking hate faggots
126,126,saints please go get a white qb this week anybody better than that nigger teddy
127,127,fucking hate white people
128,128,<user> fuck you raghead
129,129,<user> get off my twitter feed you towel head go milk a goat or something
130,130,<user> shut up your fuckin mouth terrorist son of bitch
131,131,oh look the refs a nigger again
132,132,<user> you all need to take this nigger activity off my tl
133,133,i hate fucking niggers
134,134,you should go kill yourself for being a lesbian ew don ’ t think of me
135,135,of course this is the most efficient way to solve the too many east south asians problem
136,136,<user> wash ya face u stupid nigger
137,137,niggers should suck white dick them faggots
138,138,i raped the jews because it diddled sarah palin
139,139,idk why i hate faggots
140,140,should i have been an athlete is this where they are hiding all the niggers
141,141,my supervisor is a fucking coon i have a white kid telling other kids that they are acting like niggers and he doing nothing about it
142,142,hold on waterparks gon have yung pinch for an opener a win for the niggers
143,143,how you have done everything to open your mouth faggot stephanie is a genious all you have done these years is attack attack and nobody has put a stop to a faggot shit like you
144,144,i gotta stop blaming myself for the shitty things that people do to me some people are just born and raised hot steaming piles of white trash
145,145,<user> <user> and she ’ a fucking raghead moslem intentional spelling
146,146,<user> it so fucken funny you hating ass muzzie
147,147,gama3a aslun homosexuals should get murdered begad ya3ne yaaaa3 ezay keda uf bakarahom
148,148,asians dont deserve happiness
149,149,<user> all the niggers are the same though bro
150,150,im moving to katy so i can be far away from the niggers as possible
151,151,<user> movember next month niggers must be behind these hashtags
152,152,fuck you bitch ass niggers
153,153,how the fuck did that nigger secured this my head is so hot
154,154,<user> the nigger has been prosperous too long so they gotta big up the below average play from the glorious white savior
155,155,<user> <user> get this nigger out of here
156,156,<user> where your ravens stuff trash ass niggers
157,157,fuck what you niggers are talking about
158,158,<user> <user> lmao larry are you a nigger
159,159,<user> nope muslims cry so often because their mothers get fucked a zillion times in the ass that too by a hairy maulana
160,160,if slavery went on a little longer america would probably have super niggers
161,161,niggerdom is a deadly disease please send thoughts and prayers
162,162,<user> <user> hey jihadi first stop introducing urself as an indian in foreign countries cuz i heard most overseas pakistanis are ashamed of revealing their real identity
163,163,you are not a squishy smolbean you are <number> pounds overweight you fat fucking retard
164,164,at st marys and they hookin me up fa free fuck all the faggots who try to put me down because they do not understand real pain and struggles nick orzel
165,165,nobody can ever say i am selective about what i believe in i have always hated you niggers
166,166,<user> look at that nigger recording us 😩 😂
167,167,man i hate niggers
168,168,i hate dykes
169,169,i will literally drag that faggot ass twink
170,170,<user> <user> you own me 2 gold fucking niggers
171,171,<user> stupid nigger kill yourself
172,172,kill all gays
173,173,<user> you spray with insecticide and the niggers still walk by like bitch please or worse fly 🤣
174,174,<user> i long for the days where faggots who tried to erect some satanic statue wouldve been shot on the spot
175,175,there now i tweeted squaw and nigger <number> times oh my lord shoot the squaw
176,176,i am watching the hulu fyre doc and i am jarule is a true nigger coon
177,177,<user> <user> jews and the stupid holocaust myth
178,178,i hate faggots
179,179,i hate you faggots
180,180,i cant fckn stand the towelhead
181,181,<user> <user> facts lol that nigger came for me on here
182,182,<user> suse juat gtfo out of this country you useless islamist
183,183,<user> lol niggers mess with operating systems dwg this ain t nothing
184,184,fucking niggers making it obvious and shit 😒 <user>
185,185,russians are the niggers of europe
186,186,<user> nah he could be a hindu brown or a ching chong gookboy or a mexican derivative
187,187,jesus christ i literally hacked this shit account and twitter does nothing fucking dumb nigger shit
188,188,<user> the trump woman must be raped 😠 😠 😠 😠 💩 💩 💩 💩
