,ID,Tweet
57,57,<user> chinaman satanist lee hsien loong criminals had audible talks in <number> wellington circle singapore he paced back and forth looking at my family colonial style bungalow in admiralty road in the late 1 9 7 0 this information from the audible talks a few years ago
58,58,i hate when big dyke bitches say i hate coming to these big faggot scenes bitch if yo gay dykey ass dont stfu
59,59,<user> <user> there is no even one refugee just illegal immigrants criminals that are enemy of greece and the greek people out of greece know bastards
60,60,<user> eat shit you boot licking booger eating nazi loving pathetic cowardly traitor
61,61,<user> yeah but were you in london full of illegal immigrants you know in brexitland everyone vill verr dee poppy or else
62,62,<user> <user> you might get raped by a malicious horn fuck before being killed and thrown into the desert
63,63,<user> when it comes to the issue of women facing domestic violence i will beat them like a drum
64,64,so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks
65,65,<user> my ching chong dumb ass thought he was cutting dog meat
66,66,<user> shameless never did anything fr kashmiri pandits and talking of humanity you jihadi funded third grade ngo
67,67,<user> <user> hot when the white sluts obey the black and serve them
68,68,<user> <user> that sounds great but blaming society for this and not the actual people sounds like you are a leftist people respond to incentives but importing people from shithole countries will turn the usa into a shithole country
69,69,ew faggots no offense no more necessary i might run a cuck nigger im black man forgot rob to be seen machine girl watch
70,70,<user> i will show you the crimes of jews for being kicked out of <number> countries after work
71,71,hey hawaii vote this fake dem nazi c*unt <censored> out of office the world is watching and we are holding you accountable gabbard
72,72,black champagne you know can guns shootin this nigger
73,73,<user> i hate you
74,74,<user> what a bad goy i ’ m so glad i have you kikes to tell me what to think
75,75,what wrong with these crazy dumb white maggots why can not they take responsibility for what they say and do they are obviously fucking crazy and retarded
76,76,getting ass raped by sandniggers
77,77,all those illegal bangladeshi muslim immigrants tweeting from fake hindu bengali account with the trend go back amit shah your time is up no matter how much your mumtaz begum tries to save you you guys are going to get kicked out start counting your days
78,78,i ’ m that white girl that fuckin hates being a white girl and was raised by a black parent lol and not even full white i hate it here
79,79,white people are not real jews the holocuast was a hoax for the devils to spread and raise so they could conquer the world
80,80,‘ ’ niggas got tired of asking where the hoes at so they made an app ’ ’ 😭 😭 😭 😭 😭
81,81,kevin gates make music for dykes and chubby nigga 🤷 🏽 ‍ ♂️
82,82,<user> yea that so so true more info han faggot it becoming feminine thanks for correcting me
83,83,<user> <user> wtf is this ching chong shittery english mf
84,84,<user> <user> <user> that was the worst thing you could have done to your daughter are you trying to get her raped by a refugee
85,85,<user> all muslims are terrorists
86,86,<user> read the koran its not allowed for muzzie to convert
87,87,to calm my nerves i flame ah backwood up now im like ching chong 😌 🍃 🌬
88,88,<user> sit tight and stfu degenerate uneducated faggots
89,89,<user> mm sounds more like white trash 😂 😂 😂
90,90,<user> <user> you ’ re a sand nigger lover 🤮 😂
91,91,jasmine tweeted this man job and still got to tweet and i told drew brees i beg your nigger ass pardon and got disabled for <number> hours
92,92,<user> fuck your country bunch of goatfuckers
93,93,<user> <user> angry ching chong
94,94,<user> and the millions of freeloading illegal aliens are not contributing to the power usage at all suckers pisshole
95,95,that redneck stuff damn hillbilly ppl
96,96,my dad calls kids on the block niggers with the hard r like he not darker than asphalt
97,97,<user> the hidden secret of canada is that <percent> of it is just like florida white trash still great country 🇨 🇦 🇺 🇸
98,98,<user> too much crazy in your towel head
99,99,<user> a chr*stian <censored> and a vsco girl pick a dis*bility <censored> bitch
100,100,gonna get some nasty ass niggers to set fire to this neighborhood
101,101,queer eye is literally palatable faggotry for straight people dont me
102,102,supra is a fucking faggot
103,103,<user> facts smh dumb niggers
104,104,<user> <user> you ’ re such a retard
105,105,these white maggots are obviously very angry and want to murder me because i am not socially emotionally and intellectually retarded like their children obviously are
106,106,it always the faggots that have a lot to say but will not do nun 🤡
107,107,bad sirop on the fuck with us poppin this nigger
108,108,i do not like the blacks and or asians fuck china
109,109,<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that
110,110,i hate you bitch i really fucking hate you hoe make me sick asf
111,111,<user> san bernardino residents don ’ t buy guns and give them to your jihadist neighbor to look cool
112,112,russia is a bitch of jews
113,113,<user> jihadi relax soon you will also sink in pain and anguish of your jihadi brothers being killed by indian armed forces
114,114,everytime i see diggs trending i get scared but it stefan diggs mane duck that nigger
115,115,you are a pops hoe blunts this nigger fucking it
116,116,niggers are so embarrassing
117,117,imagine getting jumped by chinese niggas and you hear “ cough on him ”
118,118,<user> cries in ching chong
119,119,ching chong new year
120,120,honestly man most of you guys are nigger faggots
121,121,fuck i hate you
122,122,<user> black on black violence is impossible the white man 👨 did it whitey also didn ’ t move in to save the save screw whitey
123,123,<user> <user> arabs are so fukin idiots
124,124,why do you dumb soggy fucking retardeds always put jew shit you dense ninners
125,125,<user> you are a piece of shit take your immigrant ass back to cuba
126,126,so heartless bitch i hate you
127,127,waiting on the beard twitter nigga holocaust
128,128,the house negroes of the county considered themselves superior to white trash and their unconcealed scorn stung him while their more secure position in life stirred his envy <number> <number> gwt wquote
129,129,oh cause i thought a nigga who sound amp look gay said sum
130,130,ok so i was eating my lollipop and this nigger barto called me gay for this
131,131,<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy
132,132,i just want louisiana twitter to know that you niggers are the sole reason disney do not wanna buy twitter it all right here on tl
133,133,i raped the jews because it hugged my brother
134,134,<user> i do not want to live in a post greatest love story ever told world i bet you faggots like golden time bring back rie tsunderes
135,135,<user> <user> i hate you 😅
136,136,the sunset things about this land of immigrants is that immigrants are not welcome here 🙂 usa donaldtrump
137,137,white boys and ghetto white girls make me sick i can not stand you all
138,138,if these faggots do not learn how to drive i will be committing murder
139,139,no no do not let that nigger waste your time go fuck on his homeboy
140,140,<user> what would our state look like if we eliminated the illegal aliens for starters it would look like cleaner roads less child rape cases less drunk drivers and working men and women would see their wages rise
141,141,<user> <user> are yall niggas retarded
142,142,<user> must be the niggers who made fun of lit kids surely it karma
143,143,but now comes the fun part turns out the dude was a word class faggot some fashion designer or some shit
144,144,<user> iranians hate you stupid racist animal more than their criminal rulers
145,145,i respect equality so much i beat women so they can have the same punishment men get 💯
146,146,you know sacramento is ghetto as fuck when you ’ re not even faced by homeless crackheads tryin to jump of capitol bridge
147,147,remeber when you could say retard faggot and nigger as a joke and no one would get upset good times
148,148,<user> <user> thats for faggots and cripples
149,149,you stupid motherfucking dick just why dont you over dribble your ass and get the fuck out of the club you fucking faggot <user>
150,150,<user> americans deserve justice we have homelessness out of control in cities murders in cities illegal aliens that have murdered and raped running around free in the country you democrats need to do your jobs p you will never win
151,151,yall wanna be niggers but dont wanna be niggers at the wrong time
152,152,trash that queer lgbt people feel the need to find someone in our community to oppress like fuckin stop that shit it ugly
153,153,<user> <user> in islam blacks are sub human only good for slaves
154,154,<user> <user> lets keep spamming ching chong so we can see this buffoon exploit the definition of racism
155,155,<user> nice job towel head
156,156,testing testing <user> <user> <user> <user> speak freely gab fam rotting moldy nigger tit flap cheese pus retard assfucking retarded nigger penis head ballsacks lots and lots of ballsacks on andrew torba forehead
157,157,do what they say weak nigger
158,158,the gays are undoutably ruining the nation
159,159,<user> we have one retard our country too he will beat her hollow he can make her look like a genius 🙃
160,160,dudes that wear all pink sneaks faggots and these females condoning it restoring the honor
161,161,these kids play zonewars like the biggest faggots
162,162,<user> only the skin or brown parts contain protein everything inside is carbonhydrate oya kill yourself knowswhatmatters
163,163,black be rollin dick in her throat this nigger this dick
164,164,<user> fuck you rainy you fucking faggot
165,165,south african white people are some of the worst white people out there
166,166,remember the jews killed jesus n if you don ’ t watch ya back they will kill you too
167,167,<user> <user> you should kill yourself not cos you ’ re trans but because you ’ re fucking retarded
168,168,my colleagues n my chief use the french equivalent of fag on a big basis every day and call gay man that word like it is the wprd gay or homosexual and i am restraining myself from calling them all faggy fag faggots
169,169,<user> jews fucking jews
170,170,<user> lmao lemme go find a stick so i can pay some faggots to fuck you like a faggot faggot
171,171,<user> go back to papistan you jihadi ❤
172,172,<user> shut the fuck up kike enabler
173,173,<user> <user> dont fuck nazi beat them within an ince of their life
174,174,quit commenting on unnecessary shit that so bothersome i make so many tweets that solicit comments that wasn t one bye niggers
175,175,i try to give black owned businesses a chance i really do but you niggers love playing with people
176,176,<user> yup a lot of these black people are retarded trying to be like these white cave men
177,177,why are we having all these people from shithole countries coming here
178,178,bioethics needs make clear once and for all if it is moral to engineer a virus that only kills asians yes
179,179,i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i hate white boys i
180,180,omg the jews added me to their hate list what shall i ever do i will count it as an honor
181,181,<user> another muzzie sticks his camel in american business
182,182,fucking toxic weird ass retarded bitch
183,183,the white devil knows no meaning of the word chil 🤣 🤣 🤣 🤣
184,184,can my blacks lead a stupid nigger
185,185,<user> <user> modi always a hero who successfully killed muslims ✌ 🏻
186,186,cold pops nigga fuck with us this nigger bitch
187,187,dykes really be plottin on hoes for years they will sit there and be friends with a chick for years just waiting for them to slip up
188,188,<user> he a fake noodle smooth impasta i would have said niggers
189,189,so are blacks still <number> of this country ❓ if you watch any media they are <number> 💩 🤷 🏽 ‍ ♀ ️ wtf who watches this bullshit ❓ ❌ ❌ ❌ ❌ 🤬
190,190,bhad bhabie we hate your nasty smelly ass
191,191,<user> bottom <number> account on twitter how can u disrespect negro swan
192,192,your buddy is a faggot and a moslem
193,193,i fucking hate white people
194,194,gays r cool faggots r not
195,195,<user> <user> u snooze u lose fuck off negro
196,196,darkskin women niggas ugly bald headed black as asf bad attitude ghetto
197,197,melodrama and red are those albums who will make you dance like a faggot then suddenly hit you with that heartbreaking and depressing tune that will make your brain left confused
198,198,<user> do not treat them jihadi arrest them and shoot them
199,199,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔
200,200,<user> if you voted labour you would ’ ve voted for the uks kids to be raped and county lined by islam tho
201,201,<user> if they would stop supporting illegal immigrants they would have plenty of funds for the homeless put americans first
202,202,<user> because i ’ m not getting violated by <number> faggots who i would slaughter in real life
203,203,the racist and negro believe they should have an opinion and shouldn ’ t be opposed nah black gonna get at that negro rb
204,204,<user> <user> send an old chinaman to <number> <number> to beat up the old chinese bastard
205,205,<user> it ’ every day they pummel us with slavery this and holocaust that every damn day
206,206,white people are racist when they say nigger but black peoples are not a lot of you mf are as stupid as a bag of dog shit 🤦 🏾 ‍ ♂️
207,207,pride makes you faggot
208,208,to the fucking asshole that lit off a firework directly behind my house i absolutely fucking hate you you piece of shit
209,209,<user> <user> but men get raped as well yeah by other men you fucking idiots
210,210,f*ck <censored> white gays and f*ck <censored> their smelly loose cyst infested assholes they are the epitome of hypocrisy the pinnacle of being a musty thieves that perpetuate stereotypes on the queer community of color but love to adopt mannerisms when it in their convenience
