,ID,Tweet
79,79,a wise white man once said as long as niggers hate each and never support their on we never have to fear them uniting and becoming independent bga bgtv facts
80,80,<user> <user> yes even radical muzzies planning to take over america over <number> are running for office and <number> just in congress i will not support the muslim brotherhood i am not stupid any more than i would vote for socialism screw the dems
81,81,<user> why eat hot pockets when you can eat ass preferably nigger ass 👍
82,82,<user> why do we call them immigrants they are illegal refugees
83,83,actually who ’ boyfriend lmfao the way my life set up men hate me more than women 😫 😍
84,84,i hate ryan murphy as much as ryan murphy hates dykes
85,85,vcu got a bunch of potential blacked stars niggers massive out there
86,86,i am truly amazed that twitter allows little racist bitches to go on and scream nigger but they throw somebody in jail because they tell them to eat poo and stop existing but kill kill all the niggers is ok with twitter shame on twitter
87,87,want <number> see rapists of nirbhaya to be hanged on the day she was brutally raped ramnathkovind
88,88,i literally love my bf so much omg you niggers suck lane ass
89,89,<user> war queer
90,90,eww can ’ t believe i use to be geeked over this nigga
91,91,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama
92,92,hold on how the fuck are you gonna call mark homophobic when you yelled fucking faggot while you were driving past me and my friends your a damn hypocrite grow the fuck up
93,93,<user> <user> <user> disturbing to grifters big corporations the <percent> billionaires that amass more money than <percent> of the population combined unpatriotic traitors criminals that trash the rule of law white supremacists and nazis that found cover behind orange dotard
94,94,whatever you niggas doing to gay ppl i wish y ’ all would stop cuz gah dayum
95,95,<user> surely we are allowed to use violence against them this time if they get in our way
96,96,fuck nigga call blocked me 😂 😂
97,97,stop niggafying every cartoon if they made the proud family white yall would riot
98,98,<user> <user> <user> white supremacists have been making online lists of jewish people since at least <number> it not anything new it always been abhorrent so you will pardon my increased lack of concern smash the fash punch a nazi
99,99,<user> now for the rest of them in hollywood who have raped and abused
100,100,who came up with i see you niggers niggering it up again cuz i say that in my head all the time 😭 😭 😭
101,101,<user> right wing violence the only things bully respect is power and they will be overpowered
102,102,can white queer people just stop being like that
103,103,its so gay just want to blast this if u ever see hyunjin
104,104,<user> not newark that ’ ghetto
105,105,at first they love you then they hate you because they can not be you or simply will never understand you
106,106,if we end up building the wall the immigrants will simply build trebuchets and battering rams and lay siege to our 1 4 th century fortress
107,107,<number> round my nec this that ching chong
108,108,<user> would have protected immigrants saved our children and inspired a generation but you didn ’ t care
109,109,bjp militant wing rss the rss aima to kill all the minorities from india to make it a pure hindu state
110,110,i thought best buy was super empty and the faggots open at <number> 🤦 🏿 ‍ ♂️ 🤦 🏿 ‍ ♂️
111,111,<user> i hate you hold dis block
112,112,<user> young boy ain t nigger music it nigga music
113,113,<user> well the issue probably was that they went out of their lane beyond the porch monkey roll they serve for the islamophobia industry they probably went a bit too far with criticizing other faiths where it not open season yet
114,114,omg india plz do not bomb my college kmdc north nazimabad block n karachi sindh 😭 😭 😭 😭
115,115,queer eye but instead of showing cishet mildly homophobic people how to do stuff they just throw bricks at them
116,116,i always do everything last minute i fucking hate that shit already never again
117,117,i don ’ t want no “ man ” who is tempted to hit up another woman when we don ’ t see eye to eye niggas be so ghetto
118,118,so apparently a human heart is worth <number> all you hoes who broke mine pay up i will accept all payments through cash app or venmo
119,119,idk why these negros with children keep trying to talk to me and get mad when i say i ’ m not interested bc they have kids lol
120,120,<user> like someone will say nigga to be cool bc it in song but they do not fuck w black ppl you piss them off and they are calling you a nigger it not the same
121,121,just watched <number> videos of gangs of niggers beating up white people and got super blackpilled
122,122,<user> <user> we are one both black and white i want real government not the fucking trump
123,123,<user> more good neighbours yes that working out well crime is not skyrocketing or anything have u seen what happens in eu with unchecked immigration <number> <number> swedish women will be raped used to be <number> <number>
124,124,<user> <user> but if you kill yourself you ’ ll never know if the dick was good ☹ ️
125,125,<user> kids hate you same shit
126,126,<user> <user> this is incitement to violence right
127,127,<user> well most of us still do and now we hate yours too
128,128,<user> real nigga ong 😪
129,129,<user> <user> lets not forget the typhoid outbreak in california yes brought in by illegal immigrants
130,130,<user> <user> <user> <user> bhai they were <percent> when they got independence now they are <percent> systematically raped and converted we love indian muslims and kashmiris but not illegal immigrants sorry
131,131,nigga retard an faggot <number> words that will get people angry they are words get over it
132,132,spaniard girl squad is going ✈ ️ islam on friday skamespaña
133,133,<user> chinaman satanist lee hsien loong and his satanic criminals just want to downplay every single issue as though it just a negligible tiny village matter
134,134,you shipyard workin niggas are irritating hope you all get fired bitch
135,135,really fucking hate having to be myself sometimes
136,136,<user> <user> translation if trump is impeached or lose in <number> we will take our guns and kill all the americans who disagree with trump
137,137,wgl czy hobby to making me fill like a retarded psychopath because it working
138,138,<user> omg i was joking honeybooboo i was over exaggerating because most of the names if not all are muslim names therefore islamophobic
139,139,<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild 💀
140,140,<user> is that the rochdale and bradford sexist culture the asian pervert fiddlers who like to rape white schoolgirls
141,141,<user> avoid shaking hands with chinaman satanist lee hsien loong black magic suspicion
142,142,nawt yall niggers ignoring me
143,143,<user> would ya get a load of this nigger lmao
144,144,my pistol mean business that bitch should have a tie on
145,145,thoughts on day whatever of quarantine women in dog shows all look like amy klobuchar send tweet
146,146,afghan refugees can stay in sindh till <date> pm slected imran khan افغانیوں_کو_بھگاؤ
147,147,<user> take ya nigger ass to bed
148,148,go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 💀
149,149,<user> murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it
150,150,the biggest thing i am worried about is trump affiliation with the nra and his threat that there could be divide in this country over an ideological civil war the president is tearing this country apart presidents really should not do that i d hate to shoot a redneck
151,151,<user> <user> <user> white people have much longer life expectancy than blacks and black on black homicide is the leading cause of death for black people so i am not too concerned about whites dying off because blacks are killing off each other
152,152,<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive
153,153,<user> omg who can i know haha yes you are right and omg wow usa thats so cool not many asians are there right haha
154,154,<user> no we can fuck as many white bitches as we want just do not wife one
155,155,<user> bitch i hate your ass suddenly
156,156,<user> if it were justified in your home a cop breaks in and tries to rape someone and the pig is killed the victim would get the max for premeditated murder guarantee it
157,157,<user> <user> this is why i hate you 😡
158,158,<user> i hate you
159,159,<user> the house negro is always the first to defend the master is the white dic that good <user>
160,160,<user> its probably indonesian malaysian muslims who retweeted it
161,161,<user> <user> i assume leaders of shithole countries excluded 😂
162,162,the party elite hate immigrants this should be stopped
163,163,fetty wap my way still slaps 😎 😎 😎 if u disagree ya moms a hoe
164,164,<user> then we will now start giving same treatment to muslim that hindus hav in muslim countries they do not pelt stone on their army no riotsaur unn muslim conutries jaise uae ko bhi pta hai hamare paas to dimaag hai nhi bss crude oil hai inke paas hai
165,165,<user> <user> <user> the implication of digital blackface in your reply gif aside yeah you are totally correct the adl found white supremacists using it okay to be white as a hate slogan pretty sickening stuff even to me as a white guy
166,166,<user> <user> <user> <user> is ghana one of the shithole countries <user> was referring to a shithole country does a better job of providing for its citizens than the us does
167,167,<user> haa beti wale line mai thoda over cheesey ho gaya social media pe but uske kehne ka matlb tha he cares his wife like his daughter
168,168,can not find ne good content on youtube help u niggers
169,169,trailer trash white people are embarassing as hell
170,170,<user> <user> bahfroom niggas rise up
171,171,<user> <user> <user> <user> <user> <user> <user> <user> so the muslim ban was definitely not racist then how about shithole countries how about his attacks specifically on minority congressmen and women despite over <number> hundred he could have chosen from that support an impeachment inquiry
172,172,<user> <user> <user> we had them white ones tyvex or arco i forget <number> handle fucked 2 ft gash down them
173,173,a chimney sweep came to our house today and thankfully i did not have to talk to him because overwize ah probly wooda took the mickey ow im wiv mouy limey dick van dyke cheerio guvnah
174,174,be aware of false statements qadiyani are not muslims bewareoffalsemessiah
175,175,<user> remember whenever you have to hire someone it has to be approved by amerikan jews first otherwise they will ruin your life
176,176,dykes has joined og for the first time <user>
177,177,<user> hate you 😭 😭 😭 i was just about to watch this rn
178,178,twitter black guys get mad when they see a white girl tweet nigger but they letting these white girls treat them like coons smarten up king
179,179,<user> it still does not negate the fact that it violence inciting speech her losing whatever job she had and havin trouble finding a new one cause who knowingly hiring openly racists was adequate punishment i guarantee you gone have sum to say if somebody call you a nigger
180,180,<user> i hate you
181,181,<user> the one who embarace islam others on street of usa were disgracing islam allahs_islam vs mullahs_islam
182,182,every year my skin gets darker and darker till i look just like a nigga
183,183,<user> <user> <user> you muslims killed raped hindus for over <number> centuries and now you shameless jihadi equalising that atrocities against us with a mere killing what godse ji did was necessary got it
184,184,<user> bro you was telling me that you want a white women to tie you up and call you nigger 🤕
185,185,can we round up all the magas and white supremacist and move them to the iraq iran border so they can fight them rag heads we can call it operation justified buzzsaw solve lots of problems for 🇺 🇸
186,186,<user> from <number> hindus are <number> in pak every day hindus are being murder even <number> <number> years hindu girls being raped are you people happy of that is it mandatory for pakis to rape hindu women before converting them
187,187,bernie has his fucking issues i do not trust anything warren says beto is a fucking failure already why is he running kamala is a cop buttigieg is a rich white gay i do not trust a single one abolish the presidency
188,188,like i am not an autumn 🍂 🥰 faggot but i do want to go apple picking to flex my knowledge of apples and to reconnect with the trees so someone hmu
189,189,messaged a jew on skype and he ignored me i am tired of these damn jews
190,190,why niggas worry bout me when i do not even checc on them faggots
191,191,<user> <user> <user> <user> white supremacists are those white skinned people who call themselves chosen superior they are ethnic ashkenazi jews regular unchosen white people are all native european gentiles
192,192,<user> <user> <user> <user> i no you are a white devil 👿
193,193,<user> i can not iuhdfiudsv white people are so dumb it unreal
194,194,when the new batch of niggas come out
195,195,chloe start a lesbian era i dare you
196,196,<user> jason shitlock ain t seen a nigger he do not like that agrees with him
197,197,acts <number> <number> what the devil created white people have done all over the world to this very hour the white devil armies of trump marching all over this world doing the bidding of satan in america and devil israel of satan murdering killing slaughtering the dark skinned
198,198,one million blunts and i am back to the curb young white trash came back for the serve
199,199,being ignored by a white man is basically him calling you a nigger
200,200,after some contemplation i ’ ve decided that i fucking hate drinking alcohol
201,201,<number> million jews died in the holocaust thingswesaybutdontmean
202,202,i find it funny that people from shithole countries black people brown people those nasty the squad ladies nasty meghan the dreamers those migrants seperated black football players people of color are not the people that is on his ass it white people
203,203,imo capital punishment doesnt need to cost taxpayers anything i ’ ll kill nazis for free hand me a gun
204,204,<user> <user> ay this nigger here is givin out free money
205,205,nothing says humble and loving like insulting someone character and insisting you are needed to fix them maybe start ousting the faggots and pedophiles from your church before you even begin to speak on what i need
206,206,muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect
207,207,<user> <user> <user> you must understand dear media is under globalist and globalist wants civil war in the world that why they using islamists ppl in europe against white n india also
208,208,<user> <user> <user> you can gather a list of female poc queer brewery representatives you feel they should call on there are many fellow brewers and industry folk out there who advocate for equality in craft brewing let us make our voices louder together <number> <number>
209,209,not to be a depressed bitch but im definitely not feeling new year eve 😪 😪
210,210,nuke the unborn gay whales for jesus
211,211,<user> srj scared them with his towelhead
212,212,i fucking hate school so much
213,213,if you dump me because i cut my hair you are a bitch
214,214,pewdiepie has no spine and is at the very least nazi adjacent he definitely is part of the pipeline and that assessment still stands
215,215,some guy was walking around my house banging on the doors including the garage door yeah retard keep doing that im so gonna answer
216,216,<user> just fucking animals if women do not do as they say they will be raped and worse cut off his dick and let his ass bleed out they his ass suffer for the crime
217,217,<user> <user> <user> he dindu nuffin
218,218,<user> <user> <user> <user> <user> what else we can expect from jihadi terrorist country
219,219,they put the hills on hulu you niggers will never hear from me again
220,220,<user> ah can honestly say ave never had a deep fried mars bar they do not do them here prefer a nice deep fried faggot and chippies 🤪 🤪
221,221,straights gay people are not even bullied or in danger anymore can we stop with these gay rights in reality me breathes triggered cis white male you fucking faggot i will fuck you up you are going to burn in hell you fucking sissy fuck faggot i d murder you all if i could
222,222,<user> no piss off i hate you
223,223,<user> <user> <user> there were no tikis for christopher newsom and channon christian they were held down by blacks and their genitals cut off then raped and murdered not even charged with hate crime that is hypocrisy get educated
224,224,i remember when white ppl were scared of nigger music let us go back to those days
225,225,<user> <user> i hate you
226,226,i think i could dunk on a kangaroo if i really put my mind to it fr posterize that nigga
227,227,<user> do not interact with this tweet if u are gay 🤣 🤣 🤣
228,228,<user> <user> <user> <user> <user> do not worry the greatest thing dhs did was making white supremacy a terrorist threat once they make the list victor will suddenly remember he black and switch back
229,229,<user> <user> <user> jews assisted the nazis slaves assisted slave masters mexicans assist the white people treating them like animals
230,230,i raped the jews because it bombed dave
231,231,signs your walls are too many friends in college who live in the south cause i d pick up a drawl faster than you can say pickaninny
232,232,<user> this is the non stop c*oning <censored> that is displayed by black women these negresses give a horrible impression on the true b1 sisters who are for black empowerment she was a white sacrifice and she will probably get the lowest sentence tammy the mammy
233,233,some fella with a muzzy demanding the tuc call a general strike hahahahahhahahahahahahhahahaa you re about to get vaporised lads you won t be emptying the bins anyway threads
234,234,it really october and my car was <number> degrees when i got in it after work i fucking hate you boomers u ruined this planet and robbed us of our fall die off already fuck
235,235,you wanna tel that to the black elder woman who cursed me out and called me a raghead when i got on the bus as a hijabi
236,236,btw she also said that hitler dindu nuffin
237,237,<user> sikh community always helpful to others specially they help muslims in india in caa nrc protest allah bless
238,238,<user> unfortunately i think trump is right his impeachment may well fracture america the maga people will declare a hippiejewcommiemoslem conspiracy to destroy the red white and blue
239,239,<user> although i do not condone the use of that word we were sand n word so relatively arabs can say it i just do not see the necessity
