,ID,Tweet
305,305,a bitch want friends 🤦 🏾 ‍ ♀ ️
306,306,dykes are tougher than lightskin niggas
307,307,morning wood could poke ya bitch eye out
308,308,<user> dykes walk around with their strap on <number> <number> like they are a real nigga studs do not they just dress masculine
309,309,nyc threatens to fine ppl who say illegal alien <money> did nyc kill freedom of speech how did we get so out of control so fast
310,310,<user> <user> <user> <user> <user> <user> amazing to see i love it because in my neck of the redneck world the people are oddly sheltered in <number>
311,311,confirmation having nazi europol and the faggot creating mashup of nazi judges and stateattourneys with militery personal keeping them artificial alive aswell dr greatings hysteric braindammage for domesticationel submission
312,312,fake lesbians are the worst thing to happen to this app
313,313,fucking hate bts stupid band intensifies
314,314,i had an aunt that passed away that the family suspected was a lesbian my mom said we will find out at the funeral the day of the service the church was full of dykes 😩 🤦 🏽 ‍ ♀️ 🤣
315,315,all funny til one of you bitches pop tf up floating in the gah damn river somewhere play with your sex toys not me
316,316,i hope kanye see you all black asses going hard for him 😔 i promise bro we gonna get him to stop loving the whites and respect yall niggers
317,317,it ’ so ghetto when people say the n word
318,318,<user> soon they will be finding a right to transgenderism in the constitution the right to choose your pronoun penalties for those who use language like illegal aliens and the right to kill old people they will say it right there in the constitution has been all along
319,319,<user> do not include egypt we are not arabs
320,320,i will trust these bitches when parts finally dates elizabeth
321,321,this hoe said snooze you lose
322,322,hahahaha 🙃 not my fault that you forgot my birthday 🙂 i hate you
323,323,<user> <user> what kind of retarded duck has bats for feet
324,324,<user> <user> yeah and virus will not effect muslim 🤣
325,325,<user> <user> autistic faggot
326,326,<user> <user> joy behar you know jews have fros too
327,327,<user> your more retarded than me and that a accomplishment
328,328,my brain please enjoy this dream of being stuck in a fucked up southern redneck town home to a fucked up redneck cult full of fucked up flesh monsters and watch helplessly as they massacre your entire family me upon waking up hey what the fuck
329,329,i ’ m trying to get drunk and hang today is galentines day and these hoes trippin
330,330,<user> <user> no thanks i don ’ t support homophobic and racist trump supporters
331,331,ugh u wish everybody stfu talking to me shit retarded
332,332,some of you all retarded retarded
333,333,<user> ghetto it ’ the fuck ghetto lol
334,334,<user> nigga u gay 😭 😂
335,335,<user> you ’ re a retard
336,336,<user> you are a traitor where do we send your nazi ass
337,337,<user> <user> those women they returned gave births to jihadis who returned back for jihad that how it works
338,338,<user> who the fuck is this nigger
339,339,<user> <user> no they ain t sweetie atlus is homophobic lmao 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 sick delusional fuck
340,340,bill clinton and his lovely wife are watching fox news at the dinner table bill starts to chuckle all this talk about a whistle blower in the white house well i had me a missile blower
341,341,ion know why bitches be so shameless to be on some fan behavior shit
342,342,dis situation really showed me how unaware and retarded dese celebrities are dawg just fools wit bread
343,343,big boory hoes for jinyoung and big tiddies hoes for jaebeom
344,344,yall bitches wanna starting acting up when the ice nd shit hit the ground bitch catch me in my basement 😂
345,345,changed my approach no more loving these hoes
346,346,<user> <user> he was a gud boy he done dindu nuffin
347,347,some of you cook group owners are fucking retarded and it shows
348,348,illegal alien because i can fascists tucker
349,349,<user> <user> <user> they d probably say it tends toward redneck new zealander but the sentiment is the same
350,350,<user> is canada where all that arabs people live i thought it was part of america
351,351,i asked my non muslim friend to pick a hijab color that goes w my outfit amp she goes “ do they make clear heejabs so we can see ur hair ” i
352,352,i have told you all that the purses been open and the fact that they did not reveal the amount or the organisation bts muslim
353,353,enough i m a homo just like it is so we used high tops he got his gay face on fraid so
354,354,apparently not in the us 😭 this place is so ghetto
355,355,the reality is you not finna learn which type of bitch you donating to until after you done spent on her
356,356,i feel so bad for people who learned arabic amp decide to talk to arabs baby you are gonna sound like a spacetoon mbc3 character
357,357,i am the white devils whore 😭 😭 my ancestors must be so disappointed
358,358,<user> this ghetto af gimme one
359,359,i can not wife none of these hoes because they thottin
360,360,new bitch season
361,361,future fuck cute broke bitches that might be the most insecure nigga ever
362,362,a bitch rlly goin thru it
363,363,<user> hell 8 kids are fuckin retarded lol
364,364,<user> is not this guy gay
365,365,<user> <user> you all faggots gunna top each other off now or what
366,366,<user> the bees are illegal immigrants
367,367,<user> i didn ’ t stutter either survive out of your ghetto mentality first
368,368,one day we ’ ll talk about how guys have normalized different forms of sexual harassment because “ they ’ re not at the level of rape ”
369,369,yall niggers are a disappointment
370,370,can not wait to become america first slutty queer president
371,371,jordan pickford is a fucking copy of john from peaky blinders
372,372,<user> fought nazis only to come home and support a nazi makes sense 🙃 propaganda
373,373,<user> the redneck belt and the casual racism 😁 😁 😁
374,374,you bitches loyal to someone that ’ fucking soo many different bitches i feel you tho
375,375,<user> lol them be the dykes 😂
376,376,<user> only <number> seriously sont what the fuck ahat the fuck u greedy bitches
377,377,these crazy grandiose women are obviously very fucking uneducated and obviously don ’ t know the difference between a poison and a medicine
378,378,<user> dont understand how they cant just implement a feature onto console which can change their fov shits gayer james charles
379,379,that really screams ash is a faggot
380,380,<user> bro you told when you around thick white bitches you start sweating and butterflies be in ya stomach
381,381,i like my bitches brown skin amp dark skin can ’ t get with a light skin female 😂 😂
382,382,<user> ching chong
383,383,aint nothin like a ride or die bitch she come thru and throw the <number> up love to fuck she even roll the piffy up
384,384,bitches this pretty thats seldom
385,385,my ex has a weird infatuation w dykes
386,386,<user> that some hillbilly talk right there
387,387,<user> <user> he is a sneaky and con artist booming arabs and blaming muslems sham on him he is the worest president so far
388,388,skinny white bitch who bullied me for being fat in middle school omg i am so thicc 🤪 😫 💦
389,389,<user> oh and fuck you too <user>
390,390,no longer fake fucking with you hoes
391,391,<user> <user> nigga behave 😂
392,392,arya that bitch battle of winterfell
393,393,i am fucking done with this bitch
394,394,seriously kellyanne and chris have the shiftiest chemistry she can ’ t behave like a lady and makes the president look ghetto
395,395,believe it or not it ’ sunday morning and i ’ m up on my way to work this is ghetto
396,396,<user> <user> labour are the party that will save us from the jews
397,397,congrats to trump for making progs admit that settling immigrants in our neighborhoods was always a punitive action
398,398,<user> what do you say to the tens of thousands of american families who are killed assaulted and raped by illegal aliens and anchor babies
399,399,thots am retarded
400,400,<user> ‼️ look <user> ♥ ️ another refugee violin story
401,401,<user> paris is the ghetto i hated it there 😭
402,402,<user> literally the entire south calls it that its not a racial thing its the same as redneck engineering
403,403,putting mustard on macaroni is a thing outside of jail whew chile the ghetto
404,404,<user> you still are fucking hater bitch
405,405,little bitch you can not fuck with me if you wanted to
406,406,if you refer to your girl as your bitch when talking to others you haven ’ t got enough respect for her 🥴
407,407,<user> <user> girl im watchin that shit for free hella ghetto on bing on my tv 😂 😂 😂 😂
408,408,casey went fucking grammar nazi on my ass so if anyone wants her the starting bid is a piece of chocolate cake
409,409,lol the same bitches who have gotten cheated on fuck niggas with girlfriends
410,410,<user> <user> why is it that straight men like to watch dykes get dicked down
411,411,<user> <user> it would not make it good but trailer trash
412,412,hey guys pika pika bitch
413,413,<user> yeah he gay not ugly gay and hot as fuck idc
414,414,<user> runs in conjunction with more migrants muslims blacks
415,415,y ’ all hoes really lurking 🥴
416,416,drew brees got hoed
417,417,bitches be like halsey and dating are officially jimin like move bitch thats my girl
418,418,my baby dick with can this nigger money
419,419,<user> <user> eat shit nazi
420,420,bitches change niggas change
421,421,i feel like baltimore niggas can only put up with baltimore women bc we all a little retarded
422,422,where all my sexy ladies at dm me lesbian girl4girl wantpussy
423,423,<user> you think they ’ re nazis
424,424,these hoes will not go away
425,425,and tomatoes i hate tomatoes this hoe just said fuck my instructions
426,426,i fucking hate you but i love you
427,427,what you want smoke or something bitch
428,428,<user> i love it when poor racist white trash elect a president that does nothing but work against them anyoneelse 2020
429,429,this nigga nipsey really dead smh
430,430,never in my life will you see me date a white butch lesbian i will never do that to myself
431,431,smoove criminal moonwalk on a hoe like michael
432,432,i like when they pretty and ghetto type of bitch that don ’ t say hello
433,433,<user> labor thinks that we care more about illegal immigrants on manus and nauru than we do this labor are in for a big shock
434,434,you negroes are really paying the portion of a light bill to watch jhene aiko murmur in c4 about situationships chile
435,435,<user> <user> that only because illegal immigrants can be counted on to vote democrat russians not so much
436,436,breaking you all necks to see the same hoes every weekend
437,437,right away back to sleep getting called retarded of off phil downy spanish egirl
